Symbol,Date,Low,High,Open,Close,Volume,VolumeScaledNormalized,CloseDiff,WeekDiff,Sector,Label
LNT,2022-12-12,55.33000183105469,55.79999923706055,55.599998474121094,55.79499816894531,258775.0,0.5483941070134104,0.4849967956542969,-0.2199974060058593,Utilities,1
PHM,2022-12-12,43.79999923706055,44.275001525878906,44.060001373291016,44.220001220703125,337675.0,0.5601033618583401,0.3000030517578125,-1.2300033569335938,Consumer Discretionary,1
MCHP,2022-12-12,75.37000274658203,76.56999969482422,75.52999877929688,76.44999694824219,535628.0,0.5804026262582686,0.5699996948242188,-2.44000244140625,Information Technology,1
LNC,2022-12-12,30.82979965209961,31.510000228881836,31.420000076293945,31.25,739995.0,0.5946233132181987,-0.4099998474121094,-7.069999694824219,Financials,0
LMT,2022-12-12,482.5,486.9100036621094,484.9500122070313,484.510009765625,266114.0,0.5496245775577734,0.930023193359375,-0.110015869140625,Industrials,1
MCK,2022-12-12,369.2699890136719,374.7000122070313,372.0,373.9599914550781,198023.0,0.5366210289009954,2.54998779296875,-8.30999755859375,Health Care,1
MLM,2022-12-12,351.739990234375,356.0,357.5899963378906,353.1300048828125,50522.0,0.4765198483743834,-3.80999755859375,-8.44000244140625,Materials,0
PX,2022-12-12,10.359999656677246,10.614999771118164,10.359999656677246,10.609999656677246,23713.0,0.443240448411217,0.3399991989135742,-0.1899995803833007,Materials,1
PDCO,2022-12-12,28.579999923706055,29.065000534057617,29.0,28.739999771118164,92861.0,0.5033015619901166,-0.2000007629394531,0.210000991821289,Health Care,0
KMB,2022-12-12,134.71499633789062,136.97000122070312,136.52000427246094,135.6999969482422,384689.0,0.565838704821337,-0.5,-0.4000091552734375,Consumer Staples,0
PRU,2022-12-12,99.3000030517578,101.37000274658205,100.98999786376952,99.93000030517578,582622.0,0.5841028990757584,-1.4400024414062642,-6.360000610351548,Financials,0
JBHT,2022-12-12,178.64999389648438,183.0,178.83999633789062,181.67999267578125,293390.0,0.5539179196107117,3.699996948242187,-4.8300018310546875,Industrials,1
MSFT,2022-12-12,247.17999267578125,252.1515960693359,247.44500732421875,250.75,9811163.0,0.7083451278102323,5.3300018310546875,-9.270004272460938,Information Technology,1
PSX,2022-12-12,98.0500030517578,99.7750015258789,98.66999816894533,99.44000244140624,751525.0,0.5953035865593675,1.4400024414062358,-10.040000915527344,Energy,1
IVZ,2022-12-12,18.219999313354492,18.559999465942383,18.38999938964844,18.55500030517578,651771.0,0.5890376110502126,0.2049999237060547,-1.079999923706055,Financials,1
MSI,2022-12-12,265.3399963378906,267.7799987792969,267.260009765625,267.07501220703125,68258.0,0.4897583663698543,1.5050048828125,-6.209991455078125,Information Technology,1
ITW,2022-12-12,219.16000366210935,221.19000244140625,220.6199951171875,221.1499938964844,196893.0,0.5363692334632298,1.3899993896484943,-7.669998168945341,Industrials,1
OXY,2022-12-12,62.599998474121094,64.63960266113281,62.900001525878906,64.28500366210938,5110999.0,0.6796520873047852,1.6850051879882812,-6.200004577636719,Energy,1
PAYX,2022-12-12,119.51000213623048,120.87999725341795,120.0,120.74500274658205,236560.0,0.5444448796786207,1.2350006103515625,-6.389999389648423,Information Technology,1
IT,2022-12-12,343.7799987792969,346.572998046875,344.8500061035156,346.114990234375,49032.0,0.4752027251238086,2.81500244140625,-12.970001220703123,Information Technology,1
PVH,2022-12-12,72.58999633789062,73.56999969482422,73.2699966430664,73.5,219814.0,0.541214463529093,0.089996337890625,-0.1099929809570312,Consumer Discretionary,1
MU,2022-12-12,53.334999084472656,54.349998474121094,53.52000045776367,54.05500030517578,4175814.0,0.6707604778039858,-0.8149986267089844,-0.6200027465820312,Information Technology,0
ISRG,2022-12-12,270.0400085449219,272.6499938964844,272.2200012207031,271.82000732421875,322128.0,0.5580294678900495,1.220001220703125,-3.889984130859375,Health Care,1
ORLY,2022-12-12,824.5599975585938,834.6900024414062,831.0700073242188,825.489990234375,78047.0,0.4956549123908697,-2.30999755859375,-29.3800048828125,Consumer Discretionary,0
PWR,2022-12-12,148.3800048828125,149.50999450683594,148.66000366210938,149.30599975585938,114824.0,0.5126423675983796,1.1660003662109375,-3.589996337890625,Industrials,1
IRM,2022-12-12,54.067501068115234,54.65999984741211,54.709999084472656,54.380001068115234,225592.0,0.5423560768946051,-0.029998779296875,-0.3699989318847656,Real Estate,0
NCLH,2022-12-12,14.84000015258789,15.640000343322754,15.25,15.609999656677246,3366034.0,0.6612753835139855,0.2599992752075177,-1.27000045776367,Consumer Discretionary,1
IR,2022-12-12,53.099998474121094,53.54499816894531,53.599998474121094,53.40999984741211,359287.0,0.5628329619594815,0.1599998474121093,-1.0400009155273438,Industrials,1
MTD,2022-12-12,1457.9599609375,1484.4449462890625,1460.0,1483.5550537109375,18472.0,0.4322514016503833,27.9949951171875,-34.7698974609375,Health Care,1
MRO,2022-12-12,26.229999542236328,27.06999969482422,26.329999923706055,26.899999618530273,3544683.0,0.6635507391338783,0.7299995422363281,-3.9200000762939458,Energy,1
JCI,2022-12-12,64.52999877929688,65.375,64.88999938964844,64.98500061035156,750293.0,0.5952313980492183,-0.7849960327148438,-1.1300048828125,Industrials,0
PRGO,2022-12-12,31.549999237060547,31.950000762939453,31.65999984741211,31.69499969482422,477457.0,0.5753442291800619,0.1450004577636718,-0.5900001525878906,Health Care,1
KLAC,2022-12-12,383.989990234375,392.8699951171875,385.3999938964844,389.2300109863281,413850.0,0.5690536495727118,-4.17999267578125,2.67999267578125,Information Technology,0
MMC,2022-12-12,170.85000610351562,171.75599670410156,171.7100067138672,171.2899932861328,232205.0,0.5436273212866649,0.2299957275390625,-1.970001220703125,Financials,1
KIM,2022-12-12,21.524999618530273,21.770000457763672,21.729999542236328,21.69499969482422,588410.0,0.5845378474496884,-0.0149993896484375,-0.9400005340576172,Real Estate,0
MMM,2022-12-12,124.26000213623048,126.4499969482422,126.08000183105467,124.66500091552734,993826.0,0.6075994968017131,-1.0950012207031392,-0.229995727539034,Industrials,0
PNW,2022-12-12,77.44000244140625,78.17900085449219,78.02999877929688,77.91000366210938,103894.0,0.5082411916724532,0.410003662109375,-0.3000030517578125,Utilities,1
MNST,2022-12-12,99.77999877929688,100.7300033569336,100.41000366210938,100.4800033569336,320260.0,0.5577735772023621,0.44000244140625,-3.209999084472656,Consumer Staples,1
KHC,2022-12-12,39.83000183105469,40.1349983215332,40.02000045776367,40.125,873078.0,0.6018999628973984,0.1850013732910156,0.4499969482421875,Consumer Staples,1
KEY,2022-12-12,17.190000534057617,17.385000228881836,17.3799991607666,17.364999771118164,1577685.0,0.6279338042605264,-0.0550003051757812,-1.2999992370605469,Financials,0
MO,2022-12-12,46.31999969482422,46.875,46.84000015258789,46.58000183105469,1131155.0,0.6132944172737365,-0.1299972534179687,-0.2999992370605469,Consumer Staples,0
K,2022-12-12,72.5999984741211,73.19000244140625,73.05999755859375,73.18000030517578,364960.0,0.5635222629756971,0.8400039672851562,-0.8600006103515625,Consumer Staples,1
MON,2022-12-12,10.039999961853027,10.0600004196167,10.039999961853027,10.039999961853027,201.0,0.2335597371485404,0.0,0.0100002288818359,Materials,1
JWN,2022-12-12,17.34000015258789,17.65999984741211,17.5,17.610000610351562,927908.0,0.6045798519510421,0.1900005340576172,-2.5799999237060547,Consumer Discretionary,1
PCAR,2022-12-12,100.8550033569336,101.75,101.75499725341795,101.38999938964844,329370.0,0.5590076892600884,0.1299972534179545,-4.689994812011719,Industrials,1
PPG,2022-12-12,130.04010009765625,131.0500030517578,130.57000732421875,130.8800048828125,188381.0,0.5344247444567687,0.470001220703125,-4.5500030517578125,Materials,1
MOS,2022-12-12,46.349998474121094,47.22999954223633,46.56999969482422,47.06999969482422,895387.0,0.6030101120690542,0.2599983215332031,-2.289997100830078,Materials,1
JPM,2022-12-12,131.60000610351562,133.5,132.39999389648438,133.4199981689453,1547187.0,0.6270749335422214,1.2599945068359375,-4.0800018310546875,Financials,1
JNPR,2022-12-12,32.279998779296875,32.470001220703125,32.369998931884766,32.452999114990234,382677.0,0.5656079767456462,0.072998046875,-0.5399971008300781,Information Technology,1
MPC,2022-12-12,106.62000274658205,108.91000366210938,107.3000030517578,108.68000030517578,1325170.0,0.6202595578669172,1.849998474121108,-13.40000152587892,Energy,1
MRK,2022-12-12,107.31999969482422,109.04000091552734,107.93000030517578,108.95500183105467,2292113.0,0.6443681939263811,0.1750030517577983,-1.0200042724609233,Health Care,1
PNR,2022-12-12,45.09000015258789,45.375,45.15999984741211,45.209999084472656,196563.0,0.5362954276076941,0.1399993896484375,-1.5699996948242188,Industrials,1
JNJ,2022-12-12,175.60000610351562,176.55999755859375,175.9499969482422,176.2899932861328,981010.0,0.6070284097973532,0.54998779296875,-3.0,Health Care,1
FBHS,2022-12-12,59.970001220703125,60.89899826049805,60.54999923706055,60.83000183105469,305946.0,0.5557617382386975,0.5,-5.2299957275390625,Industrials,1
RHI,2022-12-12,72.7218017578125,74.1500015258789,73.06999969482422,74.1449966430664,109154.0,0.5104142312054704,1.1349945068359375,-5.470001220703125,Industrials,1
CBOE,2022-12-12,123.37000274658205,125.26499938964844,124.6500015258789,124.58000183105467,128443.0,0.5175739686462535,0.1900024414062358,-2.4300003051757812,Financials,1
USB,2022-12-12,42.61000061035156,43.25,43.20000076293945,43.11000061035156,2402665.0,0.6464407524693045,0.0,-2.2399978637695312,Financials,1
CB,2022-12-12,215.6699981689453,217.63999938964844,217.1999969482422,216.2250061035156,193266.0,0.5355511617656061,-1.104995727539091,-0.9900054931640624,Financials,0
CAT,2022-12-12,227.02000427246097,229.56500244140625,227.5500030517578,228.98779296875,476397.0,0.5752464382930718,1.6977996826171875,-8.400009155273438,Industrials,1
CAH,2022-12-12,77.29000091552734,78.7699966430664,77.9000015258789,78.4000015258789,515946.0,0.5787553955129533,0.8499984741210938,-1.7099990844726562,Health Care,1
CAG,2022-12-12,37.880001068115234,38.22999954223633,38.150001525878906,38.20500183105469,499318.0,0.5773140298677505,0.1850013732910156,0.1899986267089843,Consumer Staples,1
V,2022-12-12,209.55999755859375,213.4425048828125,210.0,213.3699951171875,1496327.0,0.6256042597440106,4.6699981689453125,-8.300003051757812,Information Technology,1
C,2022-12-12,44.35499954223633,45.029998779296875,44.650001525878906,45.0099983215332,3734396.0,0.6658447425474231,0.1499977111816406,-2.9199981689453125,Financials,1
BXP,2022-12-12,65.5999984741211,67.19499969482422,66.9800033569336,66.33499908447266,257537.0,0.5481831068785373,-0.2750015258789062,-5.040000915527344,Real Estate,0
BWA,2022-12-12,40.130001068115234,40.78499984741211,40.369998931884766,40.78499984741211,193008.0,0.5354923861478845,0.3149986267089844,-2.1899986267089844,Consumer Discretionary,1
VFC,2022-12-12,27.804100036621097,28.31999969482422,28.280000686645508,28.040000915527344,1975649.0,0.6378309156289923,-0.1599998474121093,-5.279998779296875,Consumer Discretionary,0
BSX,2022-12-12,46.18000030517578,46.8650016784668,46.29999923706055,46.779998779296875,1372030.0,0.621788558516736,0.5499992370605469,0.1100006103515625,Health Care,1
BMY,2022-12-12,78.30000305175781,79.13999938964844,78.94000244140625,78.63500213623047,1607334.0,0.6287529957885037,-0.1949996948242187,-2.0499954223632812,Health Care,0
CCI,2022-12-12,139.13499450683594,140.8699951171875,140.52000427246094,139.9980010986328,452026.0,0.5729359622963863,0.1779937744140625,-1.8899993896484375,Real Estate,1
BLK,2022-12-12,702.0250244140625,706.9450073242188,705.6699829101562,704.7550048828125,132690.0,0.519005268507739,-2.19500732421875,-15.22998046875,Financials,0
BK,2022-12-12,44.52000045776367,44.8650016784668,44.709999084472656,44.790000915527344,974974.0,0.6067568534084823,0.0800018310546875,-1.0499992370605469,Financials,1
VRSK,2022-12-12,181.5749969482422,183.59500122070312,183.57000732421875,181.77999877929688,89568.0,0.5017129588232416,-0.7299957275390341,-3.630004882812528,Industrials,0
BIIB,2022-12-12,282.57000732421875,286.45001220703125,285.0,286.1300048828125,213106.0,0.5398508436790191,0.760009765625,-16.480010986328125,Health Care,1
VRSN,2022-12-12,195.30999755859375,197.4149932861328,197.1000061035156,196.17999267578125,198658.0,0.5367618947328922,-1.4900054931640625,-6.9000091552734375,Information Technology,0
BEN,2022-12-12,26.3700008392334,26.799999237060547,26.600000381469727,26.71500015258789,542510.0,0.5809643471349396,0.125,-0.6900005340576172,Financials,1
BDX,2022-12-12,248.4499969482422,250.3999938964844,249.1499938964844,250.17999267578125,178269.0,0.5319971937699423,2.5799865722656534,-3.229995727539091,Health Care,1
VRTX,2022-12-12,311.1700134277344,315.4100036621094,315.2200012207031,313.1449890136719,296107.0,0.5543235073313949,0.92498779296875,-8.540008544921875,Health Care,1
BBY,2022-12-12,80.66999816894531,81.87750244140625,81.16999816894531,81.8311996459961,654122.0,0.5891960346934337,0.0212020874023437,-4.660003662109375,Consumer Discretionary,1
VTR,2022-12-12,45.0099983215332,45.689998626708984,45.47999954223633,45.439998626708984,492978.0,0.5767517814930374,0.0099983215332031,-0.9399986267089844,Real Estate,1
BAX,2022-12-12,51.77000045776367,52.68000030517578,52.220001220703125,52.45000076293945,1034852.0,0.6093793328561503,0.0699996948242187,0.0,Health Care,1
BAC,2022-12-12,32.060001373291016,32.58000183105469,32.310001373291016,32.55500030517578,8120174.0,0.7000218263638179,0.1749992370605468,-4.1699981689453125,Financials,1
BA,2022-12-12,180.5099945068359,186.47000122070312,180.8000030517578,186.41000366210935,3362092.0,0.6612238253336002,6.870010375976534,3.7599945068359375,Industrials,1
VZ,2022-12-12,37.279998779296875,37.72999954223633,37.689998626708984,37.6150016784668,4698435.0,0.67594887411961,0.2150001525878906,-0.9300003051757812,Telecommunication Services,1
VMC,2022-12-12,180.86000061035156,183.41000366210935,182.77999877929688,181.27000427246097,94740.0,0.5041829693675073,-1.1799926757812216,-1.3800048828125,Materials,0
URI,2022-12-12,351.0000915527344,358.5400085449219,354.04998779296875,356.3399963378906,84874.0,0.4993444933552493,3.709991455078125,-3.790008544921875,Industrials,1
CDNS,2022-12-12,163.7550048828125,166.8300018310547,163.9600067138672,166.47999572753906,253074.0,0.5474139388282299,2.80999755859375,-13.110000610351562,Information Technology,1
UPS,2022-12-12,178.01499938964844,181.16000366210935,178.67999267578125,181.16000366210935,689202.0,0.5914945747346655,3.520004272460909,-12.550003051757812,Industrials,1
COP,2022-12-12,110.11000061035156,112.3000030517578,110.9000015258789,111.5999984741211,1293992.0,0.6192119922598063,1.5800018310546875,-13.040000915527358,Energy,1
COO,2022-12-12,308.7099914550781,316.68499755859375,311.0199890136719,314.8349914550781,176185.0,0.5314798067323984,5.364990234375,-17.149993896484375,Health Care,1
TXN,2022-12-12,172.91000366210938,174.39999389648438,174.11000061035156,174.30999755859375,647452.0,0.5887450775603649,0.0500030517578125,-3.2400054931640625,Information Technology,1
COL,2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Industrials,1
COF,2022-12-12,94.3000030517578,96.7300033569336,94.93000030517578,96.6999969482422,807231.0,0.5984497655551566,2.2899932861328267,-4.909996032714844,Financials,1
CNP,2022-12-12,30.344999313354492,30.625,30.61000061035156,30.53499984741211,444509.0,0.572198123194416,0.0849990844726562,-0.5799999237060547,Utilities,1
TXT,2022-12-12,71.2300033569336,71.70999908447266,71.51000213623047,71.66000366210938,161873.0,0.5277521032213921,-0.0499954223632812,0.8499984741210938,Industrials,0
UA,2022-12-12,8.580100059509277,8.949999809265137,8.6899995803833,8.9399995803833,1184432.0,0.615319440890556,0.5799999237060547,-0.4000005722045898,Consumer Discretionary,1
CNC,2022-12-12,85.9000015258789,87.18000030517578,86.54000091552734,86.66000366210938,656119.0,0.5893301572151182,0.410003662109375,0.44000244140625,Health Care,1
UAL,2022-12-12,42.7599983215332,43.720001220703125,43.0,43.709999084472656,1368003.0,0.6216592280070529,0.6699981689453125,-0.8499984741210938,Industrials,1
CMS,2022-12-12,62.33300018310547,62.959999084472656,63.099998474121094,62.959999084472656,404154.0,0.5680105359545593,0.7399978637695312,0.8100013732910156,Utilities,1
CMI,2022-12-12,236.5099945068359,240.0655975341797,237.6699981689453,239.47000122070312,97198.0,0.5053099469771696,1.3300018310546875,-11.119995117187472,Industrials,1
CMG,2022-12-12,1517.6099853515625,1540.0,1517.6099853515625,1540.0,26405.0,0.4479714958497085,13.739990234375,-99.5699462890625,Consumer Discretionary,1
UDR,2022-12-12,39.290000915527344,39.900001525878906,39.900001525878906,39.849998474121094,408453.0,0.5684760845556283,-0.0400009155273437,-0.9900016784667968,Real Estate,0
CME,2022-12-12,177.16000366210938,179.52999877929688,178.52000427246094,178.33999633789062,461037.0,0.5738044437558331,-0.4900054931640625,0.9300079345703124,Financials,0
CMCSA,2022-12-12,35.45000076293945,36.380001068115234,35.540000915527344,36.17369842529297,7535027.0,0.6967311603712923,0.85369873046875,-0.9599990844726562,Consumer Discretionary,1
UHS,2022-12-12,125.9749984741211,127.47000122070312,127.37000274658205,127.45500183105467,88314.0,0.5010925999459236,0.125,-2.869995117187514,Health Care,1
CLX,2022-12-12,147.64999389648438,149.43499755859375,149.85000610351562,148.13999938964844,102517.0,0.5076541370741604,-0.6399993896484375,-1.0800018310546875,Consumer Staples,0
ULTA,2022-12-12,463.989990234375,470.7999877929687,465.0,469.8900146484375,139894.0,0.5213314653258067,-1.739990234375,-0.899993896484375,Consumer Discretionary,0
CL,2022-12-12,77.62000274658203,77.98999786376953,77.98999786376953,77.86100006103516,407725.0,0.5683975934036278,0.0810012817382812,0.029998779296875,Consumer Staples,1
CINF,2022-12-12,104.8895034790039,106.1999969482422,106.11000061035156,105.87999725341795,64097.0,0.4869909844791637,-0.0300064086914204,-5.2099990844726705,Financials,0
UNH,2022-12-12,539.3839111328125,544.4500122070312,541.8499755859375,543.3250122070312,707878.0,0.5926709963528709,4.125,2.2900390625,Health Care,1
CHTR,2022-12-12,377.9700012207031,385.7300109863281,382.0199890136719,385.5899963378906,227514.0,0.5427293523338411,5.019989013671932,-8.589996337890682,Consumer Discretionary,1
CHRW,2022-12-12,95.22000122070312,96.06749725341795,95.63999938964844,96.01000213623048,170990.0,0.5301629389273341,0.7099990844726847,-3.469993591308608,Industrials,1
UNM,2022-12-12,39.41999816894531,39.970001220703125,39.849998474121094,39.599998474121094,260429.0,0.548674438854261,-0.3900032043457031,-1.9699974060058592,Financials,0
CHD,2022-12-12,79.58200073242188,80.41999816894531,80.30999755859375,80.2249984741211,166513.0,0.5289955716505226,0.1949996948242187,-2.209999084472656,Consumer Staples,1
CFG,2022-12-12,39.33000183105469,40.04499816894531,39.900001525878906,40.04499816894531,572307.0,0.5833169400623732,0.2249984741210937,-2.15999984741211,Financials,1
CF,2022-12-12,97.1780014038086,99.23999786376952,98.63999938964844,98.12999725341795,586085.0,0.5843636480035448,-0.5699996948242472,-4.940002441406236,Materials,0
UNP,2022-12-12,210.80999755859375,212.9600067138672,212.63999938964844,212.27000427246097,1171807.0,0.614847930799897,0.9199981689453692,-4.579986572265653,Industrials,1
AZO,2022-12-12,2444.6298828125,2477.050048828125,2475.239990234375,2447.054931640625,24179.0,0.4440966847774655,-7.93505859375,-97.97998046875,Consumer Discretionary,0
COST,2022-12-12,480.6700134277344,486.2795104980469,482.7300109863281,482.8743896484375,550497.0,0.5816073943086935,-0.145599365234375,-20.839996337890625,Consumer Staples,0
WAT,2022-12-12,337.55999755859375,339.9849853515625,337.8299865722656,339.6000061035156,37889.0,0.463859443514175,3.07000732421875,-10.399993896484377,Health Care,1
AWK,2022-12-12,156.4250030517578,157.66000366210938,157.61000061035156,156.69500732421875,113678.0,0.5122010313396117,0.5550079345703125,2.1300048828125,Utilities,1
AKAM,2022-12-12,88.69000244140625,89.87999725341797,88.69000244140625,89.87999725341797,227224.0,0.542673233316673,0.8600006103515625,-6.1800003051757955,Information Technology,1
WY,2022-12-12,31.424999237060547,31.844999313354492,31.579999923706055,31.844999313354492,804876.0,0.5983212155865268,0.364999771118164,-0.7999992370605469,Real Estate,1
AJG,2022-12-12,191.1999969482422,193.09500122070312,192.5500030517578,192.3999938964844,77043.0,0.495085239516829,0.5699920654297159,-7.889999389648437,Financials,1
WYNN,2022-12-12,83.25,85.93000030517578,84.16000366210938,85.91999816894531,366290.0,0.5636823146457375,0.9300003051757812,0.9499969482421876,Consumer Discretionary,1
AIZ,2022-12-12,129.14999389648438,130.4600067138672,130.41000366210938,129.65499877929688,99218.0,0.5062149719304398,-0.7050018310546875,2.350006103515625,Financials,0
AIV,2022-12-12,7.914999961853027,8.100000381469727,8.050000190734863,8.005000114440918,191195.0,0.5350771327714562,-0.0150003433227539,-0.2899999618530273,Real Estate,0
AIG,2022-12-12,62.29999923706055,62.7400016784668,62.65999984741211,62.724998474121094,1035630.0,0.6094123989501341,0.2150001525878906,-0.5900001525878906,Financials,1
XEL,2022-12-12,69.97000122070312,70.63999938964844,70.51000213623047,70.5,439606.0,0.5717101097785965,0.660003662109375,-0.350006103515625,Utilities,1
AET,2022-12-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Health Care,1
AEP,2022-12-12,96.36000061035156,97.58999633789062,97.31999969482422,97.0250015258789,409709.0,0.5686111750439314,0.4449996948242329,0.0999984741210795,Utilities,1
AEE,2022-12-12,88.71070098876953,89.53500366210938,89.4000015258789,89.44000244140625,132302.0,0.5188764224448887,0.8300018310546875,-0.089996337890625,Utilities,1
ADSK,2022-12-12,193.13999938964844,198.3000030517578,193.27000427246097,198.13999938964844,289896.0,0.5533907866040619,3.830001831054687,-12.6199951171875,Information Technology,1
ADP,2022-12-12,257.4599914550781,261.7699890136719,258.6600036621094,261.2349853515625,209618.0,0.5391247334925099,4.03497314453125,-10.75,Information Technology,1
ALB,2022-12-12,250.80599975585935,260.5849914550781,252.3699951171875,260.3699951171875,423641.0,0.5700824729146683,7.1199951171875,-22.040008544921875,Materials,1
ADM,2022-12-12,91.23999786376952,92.3000030517578,92.04000091552734,92.16000366210938,440510.0,0.5718004961261373,0.2800064086914204,0.5599975585937358,Consumer Staples,1
ADI,2022-12-12,167.74000549316406,169.5399932861328,169.1699981689453,169.08999633789062,529650.0,0.5799088026445922,0.410003662109375,-2.8000030517578125,Information Technology,1
ADBE,2022-12-12,332.6499938964844,337.6099853515625,334.760009765625,336.80718994140625,885750.0,0.6025339843772403,6.16717529296875,-13.469970703125,Information Technology,1
ACN,2022-12-12,284.4800109863281,291.5,286.1400146484375,291.32000732421875,590012.0,0.584657476418061,2.910003662109375,-14.41998291015625,Information Technology,1
ABT,2022-12-12,107.7300033569336,108.80999755859376,107.7300033569336,108.69000244140624,1159280.0,0.614375032709595,1.1800003051757528,-0.4199981689452983,Health Care,1
ABC,2022-12-12,165.0399932861328,166.2899932861328,165.99000549316406,166.05999755859375,316827.0,0.5572993864747033,0.7299957275390625,-6.3000030517578125,Health Care,1
XYL,2022-12-12,110.95999908447266,111.66100311279295,111.77999877929688,111.2310028076172,136423.0,0.5202260082935757,0.0009994506836079,-2.5699996948242045,Industrials,1
ABBV,2022-12-12,162.75999450683594,164.19000244140625,163.2100067138672,163.40440368652344,758055.0,0.595684244013347,0.3444061279296875,1.42999267578125,Health Care,1
AAPL,2022-12-12,141.07000732421875,143.0,142.6999969482422,142.24000549316406,20280660.0,0.7402950363862894,0.0800018310546875,-6.149993896484375,Information Technology,1
YUM,2022-12-12,126.9800033569336,128.42999267578125,127.72000122070312,128.32000732421875,345300.0,0.561085849217688,0.6100082397460938,-1.4800033569335938,Consumer Discretionary,1
AAP,2022-12-12,143.8249969482422,146.42999267578125,145.8699951171875,144.47000122070312,178669.0,0.5320958081186888,-1.42999267578125,-5.4000091552734375,Consumer Discretionary,0
ZBH,2022-12-12,123.66999816894533,125.4800033569336,124.37000274658205,125.19000244140624,320440.0,0.5577982996573019,0.7900009155273295,1.0500030517578125,Health Care,1
AAL,2022-12-12,13.449999809265137,13.90999984741211,13.489999771118164,13.899999618530272,6824831.0,0.6923754635447059,0.3699998855590802,-0.4499998092651367,Industrials,1
A,2022-12-12,153.3800048828125,155.39999389648438,154.00999450683594,155.39999389648438,188024.0,0.5343412830285694,2.4499969482421875,-3.1699981689453125,Health Care,1
XOM,2022-12-12,103.59500122070312,105.6500015258789,103.83000183105467,105.33000183105467,5021440.0,0.678874262803154,1.7900009155273295,-7.2600021362304545,Energy,1
ALGN,2022-12-12,188.3999938964844,195.8500061035156,190.9499969482422,195.73500061035156,279149.0,0.5517286530740041,6.9250030517578125,-12.960006713867216,Health Care,1
ALK,2022-12-12,44.380001068115234,45.29499816894531,44.59000015258789,45.27000045776367,229661.0,0.5431426148550171,0.7099990844726562,-2.8499984741210938,Industrials,1
WU,2022-12-12,13.729999542236328,14.029999732971191,13.970000267028809,13.994999885559082,1801050.0,0.6337597947875862,0.0150003433227539,-0.4900007247924804,Information Technology,1
WBA,2022-12-12,40.2400016784668,40.84550094604492,40.599998474121094,40.709999084472656,1980463.0,0.6379379966885003,0.279998779296875,-0.8800010681152344,Consumer Staples,1
AVY,2022-12-12,176.02000427246094,178.09500122070312,177.9199981689453,176.4199981689453,98151.0,0.5057392420108279,-1.30999755859375,-15.44000244140625,Materials,0
AVGO,2022-12-12,542.239990234375,547.3099975585938,544.75,545.5700073242188,485722.0,0.5760993575168644,0.85003662109375,-6.030029296875,Information Technology,1
AVB,2022-12-12,167.0399932861328,169.47999572753906,169.17999267578125,169.28640747070312,134240.0,0.5195162569722713,-0.2935943603515625,-4.5999908447265625,Real Estate,0
WDC,2022-12-12,35.34000015258789,35.84000015258789,35.529998779296875,35.79499816894531,747714.0,0.5950798980935476,0.0849990844726562,-0.1300010681152343,Information Technology,1
ATVI,2022-12-12,74.37999725341797,75.0199966430664,75.0,74.58000183105469,1308633.0,0.6197070302720296,-0.5800018310546875,-0.029998779296875,Information Technology,0
ARE,2022-12-12,147.84500122070312,149.6649932861328,149.89999389648438,148.5,80383.0,0.4969524996296877,-0.7599945068359375,-5.6100006103515625,Real Estate,0
APH,2022-12-12,78.4000015258789,78.94999694824219,78.61000061035156,78.72899627685547,363691.0,0.5633690073374812,0.218994140625,-2.3600006103515625,Information Technology,1
WEC,2022-12-12,95.81009674072266,96.69000244140624,96.37999725341795,96.5999984741211,188796.0,0.5345215668747788,0.8699951171875,-1.55999755859375,Utilities,1
APD,2022-12-12,313.05999755859375,316.0199890136719,313.05999755859375,315.364990234375,112393.0,0.511700842192374,0.954986572265625,2.3699951171875,Materials,1
APA,2022-12-12,42.16999816894531,44.13999938964844,42.29999923706055,43.72999954223633,2383964.0,0.6460969474221658,1.8699989318847656,-4.8600006103515625,Energy,1
AOS,2022-12-12,57.56999969482422,58.314998626708984,58.29999923706055,57.755001068115234,148585.0,0.5239833774918136,-0.5449981689453125,-2.1800003051757812,Industrials,0
WFC,2022-12-12,42.11000061035156,42.59749984741211,42.599998474121094,42.59749984741211,3501355.0,0.6630096059466482,0.0974998474121093,-4.369998931884766,Financials,1
AON,2022-12-12,303.9649963378906,306.989990234375,306.6199951171875,304.5,167025.0,0.5291306536669216,-1.17999267578125,2.6099853515625,Financials,0
AMZN,2022-12-12,87.87000274658203,89.5,89.20999908447266,88.50499725341797,18607456.0,0.7365064662128317,-0.5849990844726562,-6.410003662109375,Consumer Discretionary,0
WHR,2022-12-12,142.69500732421875,144.44500732421875,144.08999633789062,144.22500610351562,101756.0,0.5073263086516909,0.415008544921875,-5.2100067138671875,Consumer Discretionary,1
AMT,2022-12-12,211.97000122070312,215.7400054931641,214.8800048828125,214.1300048828125,316656.0,0.5572756325736983,0.2900085449218466,-7.460006713867159,Real Estate,1
AMP,2022-12-12,320.1700134277344,322.5400085449219,321.3299865722656,322.5,71283.0,0.4916662879665615,1.459991455078125,-9.889984130859377,Financials,1
